id,Foundation,FirstFlrSF,KitchenQual,Fireplaces,HeatingQC,FullBath,BsmtQual,OpenPorchSF,GarageYrBlt,ExterQual,OverallQual,BsmtFinType1,YearBuilt,GarageArea,TotRmsAbvGrd,GarageCars,GrLivArea,YearRemodAdd,LotFrontage,SalePrice
1093,1,1200,2,0,2,1,3,64,1977.0,3,5,2,52,884,6,2,1200,19,71.0,146000
1094,1,936,3,0,0,1,3,0,1956.0,3,5,1,61,308,4,1,936,17,74.0,129000
1095,2,1314,2,1,2,2,2,22,2006.0,2,6,2,11,440,6,2,1314,11,78.0,176432
1096,2,773,2,0,4,1,3,0,1978.5061638868744,3,6,5,103,0,7,0,1355,11,60.0,127000
1097,1,1088,2,0,0,1,2,74,1987.0,2,8,5,31,461,5,2,1088,31,70.04995836802665,170000
1098,0,757,3,0,4,1,3,0,1936.0,3,4,1,81,240,6,1,1324,67,50.0,128000
1099,1,1601,3,1,4,2,2,0,1978.0,3,7,0,39,478,7,2,1601,39,82.0,157000
1100,1,438,1,0,4,1,3,0,1930.0,3,2,4,97,246,3,1,438,67,60.0,60000
1101,1,950,3,0,4,1,3,0,1981.0,3,5,1,46,280,5,1,950,46,61.0,119500
1102,1,1134,3,0,0,1,3,16,1960.0,3,5,4,57,254,6,1,1134,15,70.0,135000
1103,1,1194,3,1,0,1,3,0,1954.0,3,6,0,58,539,6,2,1194,58,79.0,159500
1104,1,630,3,0,4,2,3,0,1970.0,3,5,5,47,440,6,2,1302,47,24.0,106000
1105,2,1500,2,2,0,2,0,32,1994.0,2,8,2,23,712,9,2,2622,22,98.0,325000
1106,2,1442,2,1,2,2,2,244,1990.0,2,7,2,27,719,6,2,1442,26,114.0,179900
1107,2,887,2,1,0,2,0,100,2006.0,2,7,5,11,422,9,2,2021,11,168.0,274725
1108,2,948,3,1,0,2,2,48,2000.0,3,6,5,17,463,7,2,1690,17,70.04995836802665,181000
1109,2,1836,2,1,0,2,0,185,2004.0,2,8,2,13,862,7,3,1836,12,107.0,280000
1110,2,773,3,1,2,2,2,84,1995.0,3,6,2,22,431,8,2,1658,21,70.04995836802665,188000
1111,1,1098,3,1,4,2,3,69,1976.0,3,7,0,41,483,8,2,1964,41,80.0,205000
1112,1,816,3,0,4,1,3,0,1957.0,3,5,2,60,308,5,1,816,60,73.0,129900
1113,1,1008,2,0,2,1,3,18,1953.0,3,5,1,64,240,6,1,1008,11,66.0,134500
1114,1,833,2,0,0,1,3,0,1955.0,3,5,4,63,326,4,1,833,17,90.0,117000
1115,2,1734,0,1,0,2,0,0,2007.0,2,8,2,10,928,7,3,1734,10,93.0,318000
1116,2,779,2,1,0,2,2,0,2002.0,2,8,2,15,527,7,2,1419,15,70.04995836802665,184100
1117,1,894,2,0,0,1,3,0,1967.0,3,5,1,50,450,5,2,894,14,57.0,130000
1118,1,1021,3,0,4,1,3,34,1958.0,3,5,5,59,300,6,1,1601,30,85.0,140000
1119,1,1040,3,0,4,1,3,0,1959.0,3,5,3,58,286,6,1,1040,58,70.0,133700
1120,0,1012,3,1,4,1,3,22,1920.0,3,6,5,97,308,6,1,1012,67,59.0,118400
1121,2,1552,2,0,0,2,2,20,2005.0,2,7,2,12,782,7,3,1552,11,84.0,212900
1122,1,960,3,0,0,1,3,0,1956.0,3,4,5,61,288,5,1,960,61,70.04995836802665,112000
1123,1,698,3,0,0,1,3,200,1978.5061638868744,3,5,5,70,0,4,0,698,9,50.0,118000
1124,2,812,2,1,2,2,2,25,1992.0,3,7,5,25,392,7,2,1482,25,70.04995836802665,163900
1125,1,1005,1,1,4,1,3,0,1977.0,3,4,5,62,672,5,2,1005,62,60.0,115000
1126,2,1555,2,1,0,2,2,20,2007.0,2,7,5,10,660,7,3,1555,10,53.0,174000
1127,2,1530,2,1,0,2,2,36,2004.0,2,7,2,13,630,7,3,1530,13,182.0,259000
1128,2,847,2,1,0,2,2,48,2004.0,2,7,5,13,434,8,2,1959,12,59.0,215000
1129,1,936,3,0,4,1,2,0,1980.0,3,5,2,37,672,4,2,936,37,60.0,140000
1130,0,1328,2,2,4,2,3,44,1981.0,3,4,1,89,576,7,2,1981,67,65.0,135000
1131,2,974,3,0,4,1,2,28,1978.5061638868744,3,5,1,26,0,5,0,974,25,63.0,93500
1132,0,1178,1,0,4,2,3,48,1930.0,3,6,5,137,205,8,1,2210,67,90.0,117500
1133,2,1142,2,1,0,2,2,155,1995.0,2,8,2,22,466,8,2,2020,22,80.0,239500
1134,2,916,3,1,2,2,2,38,1997.0,3,6,5,20,460,7,2,1600,20,57.0,169000
1135,0,986,3,1,4,1,3,128,1926.0,3,6,5,91,180,5,1,986,67,60.0,102000
1136,1,1032,3,0,4,1,3,0,1950.0,3,6,1,67,288,6,1,1252,67,80.0,119000
1137,1,780,3,0,2,1,3,0,1978.5061638868744,3,5,5,142,0,6,0,1020,21,54.0,94000
1138,2,1567,2,2,4,2,3,32,1977.0,3,6,0,40,714,5,2,1567,40,70.04995836802665,196000
1139,0,1167,3,1,4,1,3,0,1972.0,3,5,1,97,495,6,2,1167,67,98.0,144000
1140,1,952,3,0,4,1,3,0,1988.0,3,5,0,66,840,4,2,952,66,60.0,139000
1141,1,1088,2,1,0,2,3,96,1976.0,3,5,0,41,484,9,2,1868,41,70.04995836802665,197500
1142,2,1466,2,1,0,3,0,144,2006.0,2,8,2,11,1052,11,3,2828,10,77.0,424870
1143,1,1006,3,0,4,1,3,24,1978.5061638868744,3,5,2,58,0,5,0,1006,58,70.04995836802665,80000
1144,0,672,1,0,1,1,2,0,1941.0,3,4,1,76,280,5,1,924,67,60.0,80000
1145,0,1042,3,1,0,1,3,0,1928.0,3,5,5,89,225,8,1,1576,67,52.0,149000
1146,1,1298,2,1,4,2,2,26,1985.0,2,6,2,32,403,5,2,1298,32,70.04995836802665,180000
1147,1,860,1,1,0,1,3,0,1941.0,3,7,4,76,234,7,1,1564,67,75.0,174500
1148,2,572,3,1,4,1,3,0,1982.0,3,7,5,91,288,5,1,1111,67,70.04995836802665,116900
1149,2,832,3,0,0,1,3,0,1930.0,3,7,0,97,324,7,2,1482,29,50.0,143000
1150,1,932,2,1,0,1,3,0,1950.0,3,6,5,67,306,4,1,932,67,57.0,124000
1151,1,1466,1,2,4,1,3,140,1959.0,3,5,1,58,528,6,2,1466,58,134.0,149900
1152,2,1811,0,1,0,1,3,0,1956.0,3,6,0,61,470,6,2,1811,13,90.0,230000
1153,0,816,3,0,0,1,3,0,2002.0,2,6,0,87,432,5,1,816,10,70.04995836802665,120500
1154,1,902,2,2,4,1,3,84,1965.0,3,7,0,52,492,8,2,1820,29,70.04995836802665,201800
1155,1,1437,2,1,4,2,2,21,1976.0,2,5,0,41,528,6,2,1437,13,90.0,218000
1156,2,1265,2,1,2,2,3,92,1965.0,3,5,0,52,502,6,2,1265,18,85.0,179900
1157,2,1314,2,1,0,2,2,62,2008.0,2,7,2,10,626,6,2,1314,9,34.0,230000
1158,2,1580,2,0,0,2,2,24,2008.0,2,8,5,10,830,7,3,1580,9,92.0,235128
1159,1,943,2,1,4,2,3,69,1974.0,2,6,0,43,540,8,2,1876,43,76.0,185000
1160,1,855,3,1,1,2,2,0,1978.0,3,6,0,39,440,7,2,1456,39,24.0,146000
1161,1,1640,2,1,0,1,3,0,1993.0,2,6,1,63,924,7,2,1640,11,70.04995836802665,224000
1162,1,894,3,1,2,1,2,0,1968.0,3,5,1,49,450,5,2,894,49,109.0,129000
1163,1,1258,3,0,4,0,2,0,1969.0,3,4,2,48,400,6,2,1258,48,60.0,108959
1164,2,1432,2,1,0,1,2,180,1978.0,3,5,0,39,588,5,2,1432,39,70.04995836802665,194000
1165,2,1502,2,0,0,2,2,114,2009.0,2,7,5,8,644,7,2,1502,8,79.0,233170
1166,2,1694,2,0,0,2,2,33,2008.0,2,8,5,9,776,7,3,1694,9,64.0,245350
1167,2,959,3,1,0,2,2,38,2000.0,3,6,2,17,472,7,2,1671,17,58.0,173000
1168,1,1236,2,2,0,2,3,0,1935.0,3,6,4,82,540,7,2,2108,31,120.0,235000
1169,2,1831,2,1,0,3,0,76,1995.0,2,10,2,22,807,10,3,3627,21,118.0,625000
1170,1,1118,3,1,4,1,3,0,1977.0,3,6,0,40,358,6,1,1118,40,76.0,171000
1171,1,1261,3,1,0,1,3,0,1958.0,3,6,0,59,433,6,2,1261,59,76.0,163000
1172,2,625,2,0,0,2,2,54,2006.0,2,7,5,11,625,5,2,1250,10,35.0,171900
1173,1,1636,0,1,4,3,3,0,1978.5061638868744,3,5,4,71,0,12,0,3086,23,138.0,200500
1174,0,1170,3,1,4,2,2,0,1932.0,3,6,4,85,360,9,2,2345,67,80.0,239000
1175,2,2129,2,1,0,2,2,33,1992.0,2,8,2,25,541,9,2,2872,17,85.0,285000
1176,1,923,3,0,4,1,3,0,1984.0,3,5,0,33,264,5,1,923,32,37.0,119500
1177,1,818,3,0,4,1,3,0,1926.0,3,6,4,91,210,5,1,1224,13,70.04995836802665,115000
1178,0,820,3,1,0,1,3,0,1921.0,3,5,5,96,186,7,1,1343,67,54.0,154900
1179,3,1124,3,1,2,1,3,36,1978.5061638868744,3,5,5,63,0,5,0,1124,63,77.0,93000
1180,5,1298,3,0,0,2,2,0,1990.0,3,7,3,27,693,8,2,2514,26,70.04995836802665,250000
1181,2,1652,2,1,0,2,0,53,2008.0,0,8,2,9,482,5,2,1652,9,64.0,392500
1182,2,2411,0,2,0,3,0,78,1996.0,2,10,2,21,813,10,3,4476,21,160.0,745000
1183,0,1130,3,1,0,1,3,0,1970.0,3,5,4,97,720,5,2,1130,67,60.0,120000
1184,1,1572,3,2,2,1,3,263,1963.0,3,5,4,54,995,5,3,1572,54,50.0,186700
1185,0,949,3,0,2,1,3,0,1965.0,3,5,1,93,392,7,1,1221,67,60.0,104900
1186,1,1014,3,0,4,2,1,74,1920.0,3,3,1,117,420,7,2,1699,47,107.0,95000
1187,2,1624,2,1,0,2,2,114,1994.0,2,8,2,23,757,5,3,1624,22,89.0,262000
1188,2,831,2,0,0,2,2,68,2002.0,2,7,5,15,493,7,2,1660,15,68.0,195000
1189,2,1028,2,1,2,2,3,60,1999.0,3,7,5,18,442,7,2,1804,18,60.0,189000
1190,1,1622,3,1,0,1,3,0,1975.0,3,4,1,56,1356,7,4,1622,42,70.04995836802665,168000
1191,2,764,2,0,0,2,2,0,1999.0,2,8,5,18,492,5,2,1441,17,24.0,174000
1192,2,842,2,0,2,1,3,0,1925.0,3,5,5,92,250,6,1,1472,23,60.0,125000
1193,2,1224,3,0,0,2,0,304,1999.0,3,6,2,18,402,5,2,1224,18,70.04995836802665,165000
1194,1,663,3,0,4,1,3,36,1969.0,3,6,0,48,299,7,1,1352,48,80.0,158000
1195,2,728,2,0,0,2,2,24,2005.0,3,6,5,12,400,8,2,1456,12,51.0,176000
1196,2,879,2,1,0,2,2,17,2006.0,2,7,5,11,660,9,3,1863,11,58.0,219210
1197,0,815,3,1,0,1,3,0,1916.0,3,7,5,101,225,7,1,1690,67,65.0,144000
1198,2,1212,2,0,0,2,2,0,2001.0,2,7,5,16,573,6,2,1212,16,70.0,178000
1199,1,1382,3,1,2,1,3,82,1974.0,3,4,4,54,459,6,2,1382,38,75.0,148000
1200,1,864,3,0,2,1,3,0,1972.0,3,4,5,47,280,5,1,864,47,71.0,116050
1201,2,866,2,0,0,2,2,36,1998.0,3,7,5,19,546,6,2,1779,19,80.0,197900
1202,0,884,3,1,0,1,3,0,1960.0,3,5,5,92,216,5,1,1348,20,50.0,117000
1203,2,1630,2,1,0,2,2,234,2000.0,2,7,5,17,451,6,2,1630,16,75.0,213000
1204,1,1074,3,0,0,1,2,88,1975.0,3,5,0,42,495,6,2,1074,42,78.0,153500
1205,1,2196,2,1,2,2,2,70,1990.0,2,7,0,27,701,7,3,2196,26,90.0,271900
1206,1,1056,3,0,4,1,3,42,1966.0,3,4,4,51,384,5,1,1056,51,70.04995836802665,107000
1207,2,1700,2,0,0,2,2,23,2003.0,2,6,2,14,544,7,2,1700,14,70.0,200000
1208,1,1283,3,0,4,1,3,0,1980.0,3,5,4,55,506,6,2,1283,37,70.0,140000
1209,2,1660,2,1,0,2,0,50,2006.0,2,8,2,11,500,8,2,1660,11,85.0,290000
1210,2,1055,2,1,0,2,2,104,1992.0,2,6,5,25,462,8,2,1845,25,70.0,189000
1211,5,1080,3,0,2,2,2,12,1988.0,2,8,2,29,492,8,2,1752,12,152.0,164000
1212,1,672,3,0,4,1,3,113,1941.0,3,4,4,76,234,4,1,672,67,50.0,113000
1213,1,960,3,0,0,0,3,0,1965.0,3,4,2,52,364,3,1,960,16,70.04995836802665,145000
1214,1,999,3,0,4,1,3,72,1962.0,3,5,1,55,300,6,1,999,55,69.0,134500
1215,1,894,3,0,4,1,3,0,1966.0,3,5,4,51,384,5,1,894,51,99.0,125000
1216,3,1318,3,0,4,2,3,0,1978.0,3,6,5,39,539,8,2,1902,39,68.0,112000
1217,2,1314,2,0,0,2,2,112,2009.0,2,8,2,8,552,6,2,1314,8,72.0,229456
1218,3,672,3,0,2,1,3,0,1978.5061638868744,3,4,5,70,0,3,0,912,67,52.0,80500
1219,1,672,3,0,4,1,3,0,1978.5061638868744,3,6,5,46,0,7,0,1218,46,21.0,91500
1220,1,912,3,0,4,1,3,0,1964.0,3,5,4,53,288,5,1,912,53,66.0,115000
1221,1,1211,3,1,0,1,3,63,1968.0,3,5,1,49,322,5,1,1211,49,55.0,134000
1222,1,1168,3,1,0,2,3,0,1949.0,3,6,4,68,315,7,1,1846,67,78.0,143000
1223,1,2136,3,0,4,2,3,30,1951.0,3,5,3,66,528,7,2,2136,66,89.0,137900
1224,2,788,2,1,0,2,2,75,2004.0,2,7,2,13,388,8,2,1490,12,60.0,184000
1225,1,1138,3,0,0,1,3,0,1958.0,3,6,2,59,264,6,1,1138,59,65.0,145000
1226,2,894,2,1,0,2,2,18,2007.0,2,6,5,10,668,9,3,1933,10,86.0,214000
1227,1,912,2,0,0,1,3,240,1992.0,3,5,0,52,576,5,2,912,9,72.0,147000
1228,2,1702,0,1,0,1,0,72,2008.0,0,9,2,9,1052,7,3,1702,9,65.0,367294
1229,1,1507,3,0,2,2,3,0,1960.0,3,5,0,57,404,7,1,1507,57,70.0,127000
1230,1,1361,3,1,0,2,2,24,1977.0,3,5,2,40,600,12,2,2620,40,70.04995836802665,190000
1231,1,1190,3,0,4,1,3,18,1962.0,3,5,0,55,540,6,2,1190,55,70.0,132500
1232,3,1224,3,0,4,2,3,0,1962.0,3,4,5,55,462,6,2,1224,55,70.0,101800
1233,1,1188,3,0,1,1,3,0,1959.0,3,5,4,58,531,6,2,1188,58,70.04995836802665,142000
1234,2,1024,3,0,4,1,3,192,1978.5061638868744,3,5,5,106,0,7,0,1964,67,55.0,130000
1235,0,892,3,0,2,1,2,40,1914.0,3,5,5,103,180,9,1,1784,67,96.0,138887
1236,2,764,2,0,0,2,2,27,2003.0,2,7,5,14,474,6,2,1626,14,36.0,175500
1237,2,847,2,1,0,2,2,48,2004.0,2,7,5,13,434,8,2,1948,12,41.0,195000
1238,2,1141,3,0,0,1,2,0,2005.0,2,6,5,12,484,6,2,1141,12,63.0,142500
1239,2,1484,0,1,0,2,2,33,2006.0,2,8,2,11,472,6,2,1484,11,64.0,265900
1240,2,884,2,0,0,2,2,63,2003.0,2,7,2,14,543,8,2,1768,14,65.0,224900
1241,2,1689,2,0,0,2,2,56,2007.0,2,7,5,10,954,7,3,1689,10,83.0,248328
1242,1,1173,2,2,4,2,2,120,1974.0,3,7,2,43,528,6,2,1173,43,85.0,170000
1243,2,2076,0,1,0,2,0,229,2006.0,0,10,2,11,850,7,3,2076,11,107.0,465000
1244,2,792,2,2,1,1,2,0,1931.0,3,8,5,88,400,7,2,1517,67,70.04995836802665,230000
1245,1,1140,3,1,0,3,2,112,1984.0,3,6,5,33,477,7,2,1868,14,78.0,178000
1246,2,756,2,0,0,2,2,45,2005.0,2,7,5,12,615,6,2,1553,11,65.0,186500
1247,1,1034,3,0,4,1,3,0,1976.0,3,6,2,41,888,6,3,1034,41,70.04995836802665,169900
1248,0,1134,3,1,1,1,2,0,1950.0,3,6,4,100,396,8,2,2058,67,60.0,129500
1249,1,988,3,0,4,1,3,80,1950.0,3,5,1,67,276,6,1,988,67,60.0,119000
1250,1,2110,0,2,0,2,3,0,1968.0,2,7,0,49,522,8,2,2110,49,93.0,244000
1251,2,1405,2,1,0,2,2,36,2003.0,2,7,5,14,478,6,2,1405,14,70.04995836802665,171750
1252,1,874,3,0,4,1,3,0,1968.0,3,5,1,49,288,5,1,874,49,62.0,130000
1253,1,1516,2,2,4,2,3,47,1974.0,2,7,3,43,518,9,2,2167,14,70.04995836802665,294000
1254,2,760,2,1,0,2,2,128,2003.0,2,7,5,14,397,7,2,1656,13,60.0,165400
1255,0,959,3,1,4,1,3,0,1978.0,3,6,3,86,560,6,1,1367,67,52.0,127500
1256,2,1987,2,1,0,2,2,36,1994.0,2,8,2,23,691,7,2,1987,23,91.0,301500
1257,2,864,3,0,0,1,1,96,1978.5061638868744,3,5,5,95,0,4,0,864,67,56.0,99900
1258,2,1166,2,0,0,2,2,0,2005.0,2,7,2,12,400,5,2,1166,12,59.0,190000
1259,1,1054,3,0,2,1,2,0,1969.0,3,6,0,48,460,6,2,1054,48,65.0,151000
1260,2,892,3,1,0,2,2,103,1999.0,3,6,5,18,502,7,2,1675,18,70.04995836802665,181000
1261,1,1050,3,0,2,1,3,0,1956.0,3,5,4,61,338,5,1,1050,61,80.0,128900
1262,1,1104,3,2,0,1,3,0,1957.0,3,4,5,60,304,8,1,1788,28,70.04995836802665,161500
1263,2,1060,3,1,0,1,3,0,1940.0,3,6,5,98,520,8,2,1824,67,60.0,180500
1264,2,1337,2,0,0,2,2,68,1998.0,2,6,2,19,511,5,2,1337,18,34.0,181000
1265,2,713,2,0,0,2,2,34,1999.0,2,7,2,18,506,6,2,1452,18,35.0,183900
1266,1,964,3,1,4,1,3,0,1960.0,1,7,5,107,308,9,1,1889,67,60.0,122000
1267,2,2018,0,1,0,2,0,76,2009.0,0,9,5,9,746,10,3,2018,8,89.0,378500
1268,1,1968,2,2,0,3,3,12,1982.0,3,8,4,82,1014,11,3,3447,20,70.04995836802665,381000
1269,1,874,3,0,4,1,3,0,1958.0,3,5,1,59,315,7,1,1524,59,78.0,144000
1270,2,1332,2,1,4,0,2,0,1979.0,2,7,2,38,586,4,2,1524,38,70.04995836802665,260000
1271,1,1489,2,1,2,2,3,0,1968.0,3,6,5,49,462,7,2,1489,49,70.04995836802665,185750
1272,1,935,3,0,4,1,3,0,1965.0,3,5,1,52,288,5,1,935,52,70.04995836802665,137000
1273,1,1357,0,1,2,1,3,0,1959.0,3,6,0,58,312,5,1,1357,11,124.0,177000
1274,2,661,3,1,0,2,3,0,1985.0,3,5,5,107,552,8,2,1250,14,53.0,139000
1275,1,928,3,0,2,2,3,0,1948.0,3,5,4,69,400,10,2,1920,67,95.0,137000
1276,1,735,3,1,4,1,3,116,1972.0,3,6,1,45,497,6,2,1395,45,70.04995836802665,162000
1277,1,1724,3,1,1,1,2,0,1967.0,3,6,0,50,480,7,2,1724,41,70.04995836802665,197900
1278,2,1128,2,1,0,2,2,211,2002.0,2,8,2,15,577,7,2,2031,15,75.0,237000
1279,1,698,3,0,4,1,3,0,1980.0,3,4,5,97,528,6,2,1128,67,60.0,68400
1280,2,1573,2,0,0,2,2,72,2002.0,2,7,2,15,544,6,2,1573,15,67.0,227000
1281,1,1339,3,1,4,2,2,58,1990.0,3,7,0,27,484,6,2,1339,27,50.0,180000
1282,1,1040,2,0,4,2,2,0,1977.0,3,5,3,40,484,5,2,1040,9,61.0,150500
1283,1,912,3,0,4,2,3,0,1978.5061638868744,3,6,5,46,0,8,0,1824,46,94.0,139000
1284,2,1699,2,1,0,2,3,0,1969.0,3,6,5,98,336,10,1,2447,27,50.0,169000
1285,1,825,3,1,0,1,3,0,1939.0,3,6,5,78,280,6,1,1412,67,50.0,132500
1286,1,1328,3,2,4,1,3,26,1963.0,3,6,0,54,528,6,2,1328,54,70.04995836802665,143000
1287,1,1582,3,0,1,2,3,198,1964.0,3,5,4,53,390,7,2,1582,53,70.04995836802665,190000
1288,2,1659,0,1,0,2,2,59,2000.0,2,8,2,17,499,5,2,1659,17,40.0,278000
1289,2,1120,0,1,0,2,2,74,2006.0,2,8,5,11,753,8,3,1970,11,86.0,281000
1290,2,1152,3,1,4,1,3,0,1964.0,3,5,2,53,484,6,2,1152,53,70.04995836802665,180500
1291,1,630,3,0,4,2,3,0,1972.0,3,5,0,45,264,6,1,1302,45,21.0,119500
1292,4,1378,3,0,4,2,3,287,1985.0,3,5,5,125,432,11,1,2372,52,60.0,107500
1293,2,832,3,1,4,2,2,28,1976.0,3,7,2,41,528,8,2,1664,41,78.0,162900
1294,1,864,3,0,4,1,3,0,1957.0,3,5,4,62,572,5,2,864,27,60.0,115000
1295,1,1052,3,0,2,1,3,0,1968.0,3,5,1,49,288,5,1,1052,49,70.0,138500
1296,1,1128,3,0,2,2,3,20,1963.0,3,5,0,54,525,6,2,1128,54,80.0,155000
1297,2,1072,3,0,2,2,2,44,2005.0,3,6,2,12,525,5,2,1072,11,35.0,140000
1298,2,4692,0,3,0,2,0,292,2008.0,0,10,2,9,1418,12,2,5642,9,313.0,160000
1299,1,1246,2,0,0,1,3,0,1959.0,3,5,3,58,305,6,1,1246,23,75.0,154000
1300,2,1005,2,1,0,2,2,0,1999.0,2,7,2,18,490,9,2,1983,18,70.04995836802665,225000
1301,1,753,2,2,1,1,3,0,1942.0,3,6,1,75,213,7,1,1494,67,70.04995836802665,177500
1302,2,1203,2,1,0,2,2,78,1994.0,2,8,2,23,844,8,3,2526,23,92.0,290000
1303,2,1616,2,0,0,2,2,59,2005.0,2,7,5,12,834,7,3,1616,12,73.0,232000
1304,2,976,2,0,0,2,2,40,2004.0,2,7,5,13,380,7,2,1708,13,32.0,130000
1305,2,1652,0,2,0,2,0,102,2006.0,2,9,2,11,840,6,2,1652,10,108.0,325000
1306,2,1368,2,1,0,2,2,35,2005.0,2,7,5,12,474,6,2,1368,11,48.0,202500
1307,2,990,3,0,0,1,2,64,2000.0,3,5,0,23,480,5,2,990,22,60.0,138000
1308,1,1122,2,0,0,1,3,36,1948.0,3,5,2,69,528,6,2,1122,12,100.0,147000
1309,1,1294,2,0,2,2,2,51,1991.0,3,6,2,26,496,6,2,1294,26,70.04995836802665,179200
1310,2,1902,0,2,4,2,2,207,1959.0,2,7,2,58,567,7,2,1902,15,100.0,335000
1311,2,1274,2,0,0,2,2,98,2005.0,2,7,2,12,508,6,2,1274,10,68.0,203000
1312,2,1453,2,1,0,2,0,0,1990.0,2,8,2,27,750,9,2,2810,27,70.04995836802665,302000
1313,2,1422,2,1,0,2,2,30,1999.0,2,9,5,18,779,10,3,2599,18,108.0,333168
1314,1,948,3,1,0,1,3,36,1956.0,3,4,4,63,280,5,1,948,63,60.0,119000
1315,1,1092,3,2,4,2,1,0,1969.0,3,6,0,48,576,9,2,2112,48,85.0,206900
1316,2,1630,0,1,0,2,0,42,2008.0,2,8,5,9,860,8,3,1630,9,61.0,295493
1317,2,1352,2,1,0,2,0,241,2006.0,2,7,5,11,466,5,2,1352,10,47.0,208900
1318,2,1787,2,1,0,2,2,150,2001.0,2,8,5,16,748,7,3,1787,15,70.04995836802665,275000
1319,2,948,3,0,0,1,3,0,1954.0,3,4,0,63,248,5,1,948,63,75.0,111000
1320,1,1478,3,2,2,1,3,0,1957.0,3,6,0,60,442,6,2,1478,60,70.0,156500
1321,1,720,3,0,4,1,3,0,1955.0,3,3,5,68,287,4,1,720,67,70.04995836802665,72500
1322,2,1061,2,1,0,2,2,39,1992.0,2,7,2,25,564,8,2,1923,25,107.0,190000
1323,1,708,1,0,2,1,3,0,1978.5061638868744,1,4,3,77,0,5,0,708,67,50.0,82500
1324,2,1795,2,1,0,2,0,49,2007.0,2,8,5,11,895,7,3,1795,10,75.0,147000
1325,0,796,3,0,1,1,3,0,1978.5061638868744,3,4,5,95,0,5,0,796,67,40.0,55000
1326,0,774,2,0,0,1,3,0,1978.5061638868744,3,3,4,86,0,6,0,774,11,70.0,79000
1327,1,816,2,1,0,1,3,0,1982.0,2,5,0,35,264,5,1,816,9,60.0,130500
1328,0,1584,3,2,0,2,2,547,1920.0,2,6,3,97,520,8,2,2792,67,60.0,256000
1329,2,955,3,1,2,2,2,28,1998.0,3,7,5,19,462,8,2,1632,19,63.0,176500
1330,2,1588,2,1,0,2,2,45,2006.0,2,8,5,11,825,7,3,1588,11,85.0,227000
1331,1,954,3,0,2,1,3,0,1976.0,3,5,0,41,576,6,2,954,41,55.0,132500
1332,1,816,3,1,0,1,3,0,1958.0,3,4,0,79,288,3,1,816,59,67.0,100000
1333,1,803,2,0,0,1,3,65,1951.0,3,5,5,79,297,6,1,1360,22,60.0,125500
1334,1,765,3,0,4,1,3,36,1970.0,3,5,3,47,440,7,2,1365,47,24.0,125000
1335,1,1334,3,1,4,2,2,16,1977.0,3,6,0,40,630,6,2,1334,40,80.0,167900
1336,1,1656,3,0,4,2,3,211,1973.0,3,5,5,44,506,8,2,1656,44,87.0,135000
1337,1,693,1,0,1,1,3,20,1978.5061638868744,3,4,5,76,0,4,0,693,67,153.0,52500
1338,2,920,2,0,0,2,2,91,2002.0,2,7,2,15,492,8,2,1861,15,95.0,200000
1339,1,864,3,0,0,1,3,0,1972.0,3,5,4,45,288,5,1,864,45,120.0,128500
1340,1,872,3,0,4,1,3,0,1974.0,3,4,5,46,480,5,4,872,46,70.0,123000
1341,2,1114,2,0,0,1,2,78,2004.0,3,6,2,14,576,6,2,1114,13,66.0,155000
1342,2,1284,2,1,0,2,2,87,2002.0,2,8,5,15,647,7,2,2169,15,70.04995836802665,228500
1343,0,1172,3,1,2,1,3,0,1929.0,3,6,5,89,342,9,2,1913,67,57.0,177000
1344,2,728,2,1,0,2,2,0,2006.0,2,7,5,11,440,8,2,1456,11,85.0,155835
1345,2,960,1,0,2,1,3,0,1997.0,3,4,0,97,308,5,1,960,67,50.0,108500
1346,1,2156,3,1,4,2,3,80,1968.0,3,7,1,49,508,9,2,2156,14,70.04995836802665,262500
1347,2,1776,2,1,0,2,0,0,2006.0,2,8,2,11,712,7,3,1776,10,93.0,283463
1348,2,1494,2,1,0,2,2,25,1998.0,2,7,2,19,514,5,2,1494,19,70.04995836802665,215000
1349,0,938,3,0,1,2,3,54,1978.5061638868744,3,8,3,145,0,8,0,2358,30,50.0,122000
1350,1,1338,3,0,4,2,3,0,1969.0,3,5,3,48,968,12,4,2634,48,91.0,200000
1351,1,858,3,1,0,1,3,84,1962.0,3,6,4,55,490,8,2,1716,55,70.0,171000
1352,0,786,3,0,4,1,3,0,1999.0,2,6,5,80,624,4,2,1176,17,50.0,134900
1353,2,2053,2,1,0,2,2,86,1996.0,2,8,2,22,666,9,3,3238,21,56.0,410000
1354,2,992,2,1,0,2,2,184,2000.0,2,7,2,17,839,7,3,1865,17,70.04995836802665,235000
1355,1,1222,2,1,2,3,3,98,1968.0,3,7,5,49,487,8,2,1920,25,102.0,170000
1356,1,892,3,0,4,1,3,0,1966.0,3,5,4,51,264,5,1,892,51,70.04995836802665,110000
1357,1,1078,3,1,0,1,3,0,1971.0,3,5,2,46,500,6,2,1078,9,70.04995836802665,149900
1358,2,769,2,0,0,2,2,32,2000.0,2,6,2,17,440,5,2,1573,17,70.04995836802665,177500
1359,2,1980,0,1,0,2,0,45,2004.0,2,9,2,13,770,8,3,1980,12,129.0,315000
1360,0,990,3,0,0,3,3,0,1998.0,3,5,5,96,621,8,2,2601,19,51.0,189000
1361,2,1530,2,1,0,2,0,36,2005.0,2,7,0,12,430,7,2,1530,12,124.0,260000
